Port,Group1L,"","","","","",Group1R,"","","","","",Group2L,"","","","","",Group2R,"","","","","",Group3L,"","","","","",Group3R,"","","","","",Group4L,"","","","","",Group4R,"","","","","",Group5L,"","","","","",Group5R,"","","","","",Group6L,"","","","","",Group6R,"","","","","",Group7L,"","","","","",Group7R,"","","","","",Group8L,"","","","","",Group8R,"","","","","",Group9L,"","","","","",Group9R,"","","","","",Group10L,"","","","","",Group10R,"","","","","",Group11L,"","","","","",Group11R,"","","","","",Group12L,"","","","","",Group12R,"","","","","",Group13L,"","","","","",Group13R,"","","","","",Group14L,"","","","","",Group14R,"","","","","",Group15L,"","","","","",Group15R,"","","","","",Group16L,"","","","","",Group16R,"","","","","",Group17L,"","","","","",Group17R,"","","","","",Group18L,"","","","","",Group18R,"","","","","",Group19L,"","","","","",Group19R,"","","","","",Group20L,"","","","","",Group20R,"","","","","",Group21L,"","","","","",Group21R,"","","","","",Group22L,"","","","","",Group22R,"","","","","",Group23L,"","","","","",Group23R,"","","","","",Group24L,"","","","","",Group24R,"","","","",""
Value 254,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 255,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,1,0,10,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7
Value 256,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 257,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,10,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7
Value 258,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42,1,0,0,0,0,42
Value 259,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
Value 260,3,0,0,0,0,7,3,1,0,10,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7
Value 261,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,1,0,10,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7
Value 262,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 263,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,1,0,10,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,0,7
Value 264,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 265,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,10,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7
Value 266,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,1,0,10,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7
Value 267,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
Value 268,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,1,0,10,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7
Value 269,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,1,0,10,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,7
Value 270,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,1,0,10,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,7
Value 271,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42,6,0,0,0,0,42
Value 272,7,1,0,10,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7
Value 273,0,0,0,0,0,7,0,1,0,10,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7
Value 274,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,1,0,10,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,7
Value 275,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,1,0,10,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7,2,0,0,0,0,7
Value 276,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,1,0,10,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,7
